product_id,product_name,category,brand,cost_price,selling_price,launch_date
P01038,Apple Product 1038,Electronics,Apple,235.83,459.87,2022-07-06
P01039,Samsung Product 1039,Electronics,Samsung,464.67,779.49,2022-11-29
P01040,HarperCollins Product 1040,Books,HarperCollins,247.82,410.92,2022-02-23
P01041,Ikea Product 1041,Home,Ikea,393.1,571.68,2025-11-11
P01042,Nike Product 1042,Fashion,Nike,262.7,480.48,2024-04-22
P01043,Adidas Product 1043,Fashion,Adidas,273.82,416.95,2022-03-21
P01044,Ikea Product 1044,Home,Ikea,442.28,765.44,2024-06-12
P01045,Philips Product 1045,Home,Philips,150.32,294.66,2026-04-27
P01046,HarperCollins Product 1046,Books,HarperCollins,498.33,926.37,2022-12-13
P01047,Samsung Product 1047,Electronics,Samsung,336.12,523.18,2026-03-21
P01048,Penguin Product 1048,Books,Penguin,479.65,837.49,2025-03-30
P01049,Philips Product 1049,Home,Philips,458.39,896.61,2023-12-28
P01050,Under Armour Product 1050,Sports,Under Armour,272.42,388.54,2026-04-12
P01051,HarperCollins Product 1051,Books,HarperCollins,259.58,417.14,2024-02-08
P01052,Wilson Product 1052,Sports,Wilson,151.73,261.16,2025-05-08
P01053,Bosch Product 1053,Home,Bosch,45.76,58.42,2023-09-20
P01054,Penguin Product 1054,Books,Penguin,315.33,431.57,2022-12-05
P01055,Puma Product 1055,Fashion,Puma,214.98,275.85,2026-03-24
P01056,HarperCollins Product 1056,Books,HarperCollins,325.05,634.43,2024-05-18
P01057,Nike Product 1057,Fashion,Nike,232.32,340.44,2024-11-23
P01058,Samsung Product 1058,Electronics,Samsung,31.86,58.47,2022-05-13
P01059,Penguin Product 1059,Books,Penguin,289.61,400.27,2023-09-02
P01060,Philips Product 1060,Home,Philips,197.08,335.86,2025-09-27
P01061,Under Armour Product 1061,Sports,Under Armour,13.36,23.23,2024-04-05
P01062,Penguin Product 1062,Books,Penguin,322.5,546.53,2022-06-14
P01063,Penguin Product 1063,Books,Penguin,351.94,442.77,2025-04-02
P01064,Penguin Product 1064,Books,Penguin,148.47,259.63,2021-11-14
P01065,Penguin Product 1065,Books,Penguin,144.35,280.23,2022-01-03
P01066,Under Armour Product 1066,Sports,Under Armour,411.95,504.5,2024-11-07
P01067,Puma Product 1067,Fashion,Puma,113.83,204.6,2023-12-30
P01068,HarperCollins Product 1068,Books,HarperCollins,480.27,631.68,2024-10-31
P01069,Ikea Product 1069,Home,Ikea,278.99,458.68,2021-10-06
P01070,Samsung Product 1070,Electronics,Samsung,7.49,12.56,2022-10-09
P01071,Penguin Product 1071,Books,Penguin,155.82,280.26,2024-01-18
P01072,Ikea Product 1072,Home,Ikea,209.26,359.25,2023-05-30
P01073,Penguin Product 1073,Books,Penguin,84.67,116.56,2024-02-02
P01074,Ikea Product 1074,Home,Ikea,61.74,107.23,2023-03-22
P01075,Penguin Product 1075,Books,Penguin,426.44,829.81,2022-04-30
P01076,HarperCollins Product 1076,Books,HarperCollins,324.11,407.9,2022-05-27
P01077,Apple Product 1077,Electronics,Apple,53.61,95.45,2025-07-09
P01078,Under Armour Product 1078,Sports,Under Armour,181.78,315.76,2022-10-21
P01079,Nike Product 1079,Fashion,Nike,146.14,183.53,2025-10-17
P01080,Adidas Product 1080,Fashion,Adidas,245.5,359.09,2025-01-07
P01081,Bosch Product 1081,Home,Bosch,294.16,486.08,2023-09-18
P01082,Philips Product 1082,Home,Philips,479.54,640.14,2026-05-08
P01083,Ikea Product 1083,Home,Ikea,393.9,697.11,2021-10-13
P01084,Under Armour Product 1084,Sports,Under Armour,420.85,550.24,2024-03-15
P01085,Philips Product 1085,Home,Philips,234.11,348.12,2022-10-31
P01086,Philips Product 1086,Home,Philips,278.08,372.8,2026-06-30
P01087,Penguin Product 1087,Books,Penguin,421.69,795.72,2024-08-22
P01088,Puma Product 1088,Fashion,Puma,102.23,182.67,2021-11-11
P01089,Sony Product 1089,Electronics,Sony,42.32,51.41,2024-07-11
P01090,Penguin Product 1090,Books,Penguin,407.26,677.32,2026-01-05
P01091,Penguin Product 1091,Books,Penguin,453.62,744.52,2022-08-29
P01092,HarperCollins Product 1092,Books,HarperCollins,328.68,433.5,2023-03-24
P01093,Wilson Product 1093,Sports,Wilson,446.26,746.0,2024-08-07
P01094,Ikea Product 1094,Home,Ikea,235.03,378.01,2024-03-19
P01095,Under Armour Product 1095,Sports,Under Armour,253.57,438.71,2026-03-09
P01096,Penguin Product 1096,Books,Penguin,379.82,498.44,2023-07-10
P01097,Nike Product 1097,Fashion,Nike,285.35,471.58,2026-01-26
P01098,Puma Product 1098,Fashion,Puma,367.34,716.81,2026-07-29
P01099,Samsung Product 1099,Electronics,Samsung,381.93,529.13,2026-06-17
P01100,Philips Product 1100,Home,Philips,120.84,209.64,2022-03-03
P01101,HarperCollins Product 1101,Books,HarperCollins,197.11,381.27,2023-07-21
P01102,Samsung Product 1102,Electronics,Samsung,490.39,715.6,2021-11-17
P01103,HarperCollins Product 1103,Books,HarperCollins,418.26,590.02,2024-12-13
P01104,Penguin Product 1104,Books,Penguin,191.45,287.71,2021-12-08
P01105,Penguin Product 1105,Books,Penguin,260.75,391.4,2022-09-05
P01106,Puma Product 1106,Fashion,Puma,205.89,381.68,2021-12-30
P01107,Philips Product 1107,Home,Philips,397.37,758.87,2023-04-01
P01108,Sony Product 1108,Electronics,Sony,441.61,685.34,2022-09-25
P01109,Nike Product 1109,Fashion,Nike,259.7,369.98,2023-06-20
P01110,Nike Product 1110,Fashion,Nike,82.89,139.39,2026-01-25
P01111,Sony Product 1111,Electronics,Sony,119.02,220.06,2024-06-06
P01112,Apple Product 1112,Electronics,Apple,339.24,537.09,2024-12-20
P01113,Penguin Product 1113,Books,Penguin,325.39,497.43,2021-09-27
P01114,Nike Product 1114,Fashion,Nike,68.3,114.33,2024-06-29
P01115,Puma Product 1115,Fashion,Puma,258.76,494.91,2024-09-14
P01116,Nike Product 1116,Fashion,Nike,87.34,169.26,2021-11-27
P01117,HarperCollins Product 1117,Books,HarperCollins,301.68,498.04,2025-08-11
P01118,Sony Product 1118,Electronics,Sony,365.35,678.47,2022-05-28
P01119,Samsung Product 1119,Electronics,Samsung,227.36,453.41,2025-07-25
P01120,Wilson Product 1120,Sports,Wilson,113.59,173.64,2022-10-15
P01121,Puma Product 1121,Fashion,Puma,411.12,553.16,2024-06-08
P01122,HarperCollins Product 1122,Books,HarperCollins,88.02,153.9,2023-07-19
P01123,Reebok Product 1123,Sports,Reebok,297.35,411.49,2023-09-30
P01124,Wilson Product 1124,Sports,Wilson,58.74,80.0,2022-04-11
P01125,HarperCollins Product 1125,Books,HarperCollins,414.12,697.55,2022-04-22
P01126,Adidas Product 1126,Fashion,Adidas,451.3,758.12,2024-01-05
P01127,Penguin Product 1127,Books,Penguin,51.13,88.33,2024-09-21
P01128,Penguin Product 1128,Books,Penguin,449.0,817.13,2026-04-10
P01129,Reebok Product 1129,Sports,Reebok,213.24,405.13,2022-03-02
P01130,HarperCollins Product 1130,Books,HarperCollins,118.6,218.44,2024-10-31
P01131,Under Armour Product 1131,Sports,Under Armour,296.58,531.8,2021-10-19
P01132,Penguin Product 1132,Books,Penguin,215.62,302.65,2021-10-13
P01133,Nike Product 1133,Fashion,Nike,145.22,276.12,2025-12-26
P01134,Under Armour Product 1134,Sports,Under Armour,98.57,174.2,2022-05-13
P01135,Sony Product 1135,Electronics,Sony,263.66,426.02,2024-12-27
P01136,Reebok Product 1136,Sports,Reebok,106.68,196.66,2026-01-15
P01137,Under Armour Product 1137,Sports,Under Armour,57.76,89.0,2026-06-13
P01138,HarperCollins Product 1138,Books,HarperCollins,134.34,218.82,2026-03-31
P01139,HarperCollins Product 1139,Books,HarperCollins,307.88,613.74,2026-06-29
P01140,Wilson Product 1140,Sports,Wilson,209.55,382.85,2025-12-02
P01141,Wilson Product 1141,Sports,Wilson,188.26,309.49,2022-04-16
P01142,Philips Product 1142,Home,Philips,290.94,529.32,2025-12-13
P01143,Reebok Product 1143,Sports,Reebok,73.34,138.69,2024-09-08
P01144,Sony Product 1144,Electronics,Sony,118.74,216.88,2023-02-04
P01145,Nike Product 1145,Fashion,Nike,111.16,169.01,2021-09-28
P01146,Bosch Product 1146,Home,Bosch,308.94,539.92,2023-09-30
P01147,Samsung Product 1147,Electronics,Samsung,197.61,337.66,2026-05-26
P01148,Samsung Product 1148,Electronics,Samsung,238.48,400.69,2025-08-11
P01149,Samsung Product 1149,Electronics,Samsung,135.23,202.39,2023-08-03
P01150,Penguin Product 1150,Books,Penguin,363.62,707.08,2024-05-10
P01151,Reebok Product 1151,Sports,Reebok,329.81,471.36,2026-06-22
P01152,Penguin Product 1152,Books,Penguin,473.13,878.22,2024-01-27
P01153,Under Armour Product 1153,Sports,Under Armour,10.3,19.37,2024-12-25
P01154,HarperCollins Product 1154,Books,HarperCollins,101.4,185.27,2024-08-12
P01155,Penguin Product 1155,Books,Penguin,309.52,538.32,2022-10-09
P01156,Ikea Product 1156,Home,Ikea,329.23,652.05,2025-12-08
P01157,Apple Product 1157,Electronics,Apple,390.94,579.57,2025-10-30
P01158,Under Armour Product 1158,Sports,Under Armour,295.11,476.36,2023-08-14
P01159,Samsung Product 1159,Electronics,Samsung,277.05,493.4,2023-07-21
P01160,HarperCollins Product 1160,Books,HarperCollins,177.0,327.88,2025-04-22
P01161,Puma Product 1161,Fashion,Puma,481.71,753.3,2025-02-21
P01162,Reebok Product 1162,Sports,Reebok,7.3,9.78,2022-06-09
P01163,Penguin Product 1163,Books,Penguin,281.52,451.15,2022-04-30
P01164,Ikea Product 1164,Home,Ikea,402.46,790.98,2023-02-19
P01165,HarperCollins Product 1165,Books,HarperCollins,348.62,687.77,2024-09-18
P01166,HarperCollins Product 1166,Books,HarperCollins,386.13,697.34,2022-03-05
P01167,Reebok Product 1167,Sports,Reebok,233.06,389.08,2023-01-27
P01168,Apple Product 1168,Electronics,Apple,62.55,78.44,2023-01-14
P01169,Puma Product 1169,Fashion,Puma,352.08,647.87,2023-02-10
P01170,Under Armour Product 1170,Sports,Under Armour,260.67,314.83,2021-08-25
P01171,Ikea Product 1171,Home,Ikea,147.21,223.63,2025-08-09
P01172,Ikea Product 1172,Home,Ikea,279.5,375.31,2022-10-02
P01173,Philips Product 1173,Home,Philips,113.19,187.78,2023-04-26
P01174,Puma Product 1174,Fashion,Puma,343.14,661.55,2022-02-11
P01175,Reebok Product 1175,Sports,Reebok,103.83,185.68,2022-03-22
P01176,Ikea Product 1176,Home,Ikea,118.46,221.28,2023-11-01
P01177,HarperCollins Product 1177,Books,HarperCollins,82.22,105.68,2026-03-06
P01178,Sony Product 1178,Electronics,Sony,478.11,762.17,2026-03-14
P01179,Sony Product 1179,Electronics,Sony,479.21,900.15,2026-02-22
P01180,Bosch Product 1180,Home,Bosch,161.13,309.13,2021-10-19
P01181,HarperCollins Product 1181,Books,HarperCollins,247.95,492.8,2025-06-10
P01182,HarperCollins Product 1182,Books,HarperCollins,201.95,363.54,2024-01-24
P01183,Nike Product 1183,Fashion,Nike,265.24,408.08,2024-05-26
P01184,Penguin Product 1184,Books,Penguin,253.73,384.39,2025-11-16
P01185,Adidas Product 1185,Fashion,Adidas,488.37,858.85,2026-02-20
P01186,Under Armour Product 1186,Sports,Under Armour,346.16,418.67,2022-10-14
P01187,Adidas Product 1187,Fashion,Adidas,292.6,427.3,2023-09-05
P01188,HarperCollins Product 1188,Books,HarperCollins,97.64,137.7,2023-06-17
P01189,Philips Product 1189,Home,Philips,479.47,706.97,2024-03-11
P01190,Adidas Product 1190,Fashion,Adidas,214.85,329.85,2026-03-27
P01191,Philips Product 1191,Home,Philips,427.89,609.19,2023-11-11
P01192,Puma Product 1192,Fashion,Puma,69.91,116.1,2026-08-24
P01193,Nike Product 1193,Fashion,Nike,361.8,666.9,2025-11-17
P01194,HarperCollins Product 1194,Books,HarperCollins,428.87,581.91,2024-02-25
P01195,Adidas Product 1195,Fashion,Adidas,403.81,541.62,2023-05-25
P01196,Wilson Product 1196,Sports,Wilson,497.8,935.62,2026-07-01
P01197,HarperCollins Product 1197,Books,HarperCollins,393.74,567.0,2025-11-14
P01198,Penguin Product 1198,Books,Penguin,202.21,354.36,2026-05-10
P01199,Samsung Product 1199,Electronics,Samsung,407.84,644.89,2022-10-08
P01200,Apple Product 1200,Electronics,Apple,373.57,525.92,2024-09-27
P01201,Bosch Product 1201,Home,Bosch,280.96,519.22,2025-04-19
P01202,Ikea Product 1202,Home,Ikea,208.82,309.24,2023-07-17
P01203,Penguin Product 1203,Books,Penguin,290.54,499.7,2022-10-01
P01204,Penguin Product 1204,Books,Penguin,489.79,699.27,2024-04-01
P01205,Bosch Product 1205,Home,Bosch,257.67,468.91,2023-10-24
P01206,Wilson Product 1206,Sports,Wilson,193.63,276.74,2023-04-19
P01207,Nike Product 1207,Fashion,Nike,322.09,625.77,2025-12-04
P01208,Reebok Product 1208,Sports,Reebok,308.09,469.47,2023-03-29
P01209,Samsung Product 1209,Electronics,Samsung,85.19,117.78,2024-02-01
P01210,Bosch Product 1210,Home,Bosch,149.22,210.99,2023-06-25
P01211,Under Armour Product 1211,Sports,Under Armour,444.41,810.95,2021-08-30
P01212,Bosch Product 1212,Home,Bosch,295.53,582.91,2024-04-09
P01213,Wilson Product 1213,Sports,Wilson,96.02,117.0,2021-09-29
P01214,Puma Product 1214,Fashion,Puma,129.57,232.59,2022-11-11
P01215,Samsung Product 1215,Electronics,Samsung,87.62,112.36,2023-01-16
P01216,Apple Product 1216,Electronics,Apple,276.47,337.6,2021-09-29
P01217,Reebok Product 1217,Sports,Reebok,383.67,485.96,2023-02-12
P01218,Bosch Product 1218,Home,Bosch,81.86,141.12,2022-04-27
P01219,Under Armour Product 1219,Sports,Under Armour,118.53,212.18,2022-07-26
P01220,Reebok Product 1220,Sports,Reebok,67.57,109.56,2023-12-23
P01221,Nike Product 1221,Fashion,Nike,22.4,33.27,2025-03-28
P01222,Philips Product 1222,Home,Philips,236.26,448.12,2024-10-11
P01223,Bosch Product 1223,Home,Bosch,225.2,444.91,2024-07-30
P01224,Penguin Product 1224,Books,Penguin,297.46,465.59,2025-01-11
P01225,HarperCollins Product 1225,Books,HarperCollins,264.11,452.06,2025-11-19
P01226,Philips Product 1226,Home,Philips,243.42,336.33,2024-02-16
P01227,Apple Product 1227,Electronics,Apple,157.39,240.77,2023-08-26
P01228,Adidas Product 1228,Fashion,Adidas,10.23,16.56,2025-08-18
P01229,Adidas Product 1229,Fashion,Adidas,146.95,239.25,2025-06-04
P01230,Under Armour Product 1230,Sports,Under Armour,153.31,277.9,2023-01-26
P01231,Bosch Product 1231,Home,Bosch,119.45,144.03,2026-05-12
P01232,Ikea Product 1232,Home,Ikea,208.81,344.21,2024-11-09
P01233,Wilson Product 1233,Sports,Wilson,85.82,153.59,2023-11-15
P01234,Under Armour Product 1234,Sports,Under Armour,114.19,144.26,2024-07-20
P01235,Puma Product 1235,Fashion,Puma,383.45,739.28,2025-02-04
P01236,Philips Product 1236,Home,Philips,325.99,529.91,2026-06-13
P01237,Philips Product 1237,Home,Philips,98.06,123.04,2026-01-01
P01238,Adidas Product 1238,Fashion,Adidas,59.63,93.28,2024-02-02
P01239,Under Armour Product 1239,Sports,Under Armour,351.73,560.52,2023-11-12
P01240,Ikea Product 1240,Home,Ikea,80.31,158.67,2024-05-11
P01241,Samsung Product 1241,Electronics,Samsung,486.3,693.31,2024-06-21
P01242,Puma Product 1242,Fashion,Puma,222.02,267.88,2026-02-19
P01243,Samsung Product 1243,Electronics,Samsung,12.29,16.88,2025-07-24
P01244,Under Armour Product 1244,Sports,Under Armour,393.93,629.78,2026-06-21
P01245,Philips Product 1245,Home,Philips,349.98,428.86,2022-09-27
P01246,Samsung Product 1246,Electronics,Samsung,32.74,59.6,2026-05-05
P01247,Sony Product 1247,Electronics,Sony,237.72,321.81,2022-05-22
P01248,Philips Product 1248,Home,Philips,414.98,538.47,2021-10-28
P01249,Adidas Product 1249,Fashion,Adidas,386.76,601.17,2024-12-20
P01250,Samsung Product 1250,Electronics,Samsung,233.11,423.51,2023-02-19
P01251,Penguin Product 1251,Books,Penguin,239.05,417.18,2023-01-07
P01252,Philips Product 1252,Home,Philips,83.51,148.86,2023-12-03
P01253,Penguin Product 1253,Books,Penguin,130.39,223.07,2024-04-25
P01254,Adidas Product 1254,Fashion,Adidas,444.32,840.18,2022-10-27
P01255,Nike Product 1255,Fashion,Nike,121.8,188.46,2026-07-12
P01256,Samsung Product 1256,Electronics,Samsung,398.22,664.13,2026-05-31
P01257,Wilson Product 1257,Sports,Wilson,9.42,11.62,2024-07-10
P01258,Reebok Product 1258,Sports,Reebok,300.13,449.33,2022-06-25
P01259,Samsung Product 1259,Electronics,Samsung,83.06,105.75,2023-02-14
P01260,HarperCollins Product 1260,Books,HarperCollins,465.77,930.41,2024-11-15
P01261,Samsung Product 1261,Electronics,Samsung,180.98,239.46,2022-02-03
P01262,Penguin Product 1262,Books,Penguin,67.28,93.26,2022-01-29
P01263,HarperCollins Product 1263,Books,HarperCollins,403.74,626.19,2022-09-06
P01264,Nike Product 1264,Fashion,Nike,346.18,514.61,2022-12-05
P01265,Adidas Product 1265,Fashion,Adidas,449.84,714.45,2022-08-13
P01266,Reebok Product 1266,Sports,Reebok,150.88,265.19,2021-09-27
P01267,Puma Product 1267,Fashion,Puma,97.38,143.94,2026-07-06
P01268,Under Armour Product 1268,Sports,Under Armour,434.49,729.48,2023-12-14
P01269,Penguin Product 1269,Books,Penguin,39.09,51.76,2024-02-17
P01270,Philips Product 1270,Home,Philips,273.09,426.91,2022-02-13
P01271,HarperCollins Product 1271,Books,HarperCollins,368.16,701.84,2023-11-06
P01272,HarperCollins Product 1272,Books,HarperCollins,389.13,541.29,2023-12-22
P01273,Sony Product 1273,Electronics,Sony,483.75,897.47,2023-07-16
P01274,Puma Product 1274,Fashion,Puma,343.2,622.08,2024-11-25
P01275,Puma Product 1275,Fashion,Puma,145.15,221.77,2023-01-19
P01276,Ikea Product 1276,Home,Ikea,52.65,90.93,2025-01-09
P01277,Samsung Product 1277,Electronics,Samsung,93.43,114.45,2024-04-22
P01278,Apple Product 1278,Electronics,Apple,99.85,122.36,2021-12-28
P01279,Reebok Product 1279,Sports,Reebok,247.51,420.56,2021-12-13
P01280,HarperCollins Product 1280,Books,HarperCollins,29.3,40.33,2022-07-09
P01281,Samsung Product 1281,Electronics,Samsung,465.45,636.27,2026-01-17
P01282,Wilson Product 1282,Sports,Wilson,236.69,405.01,2023-09-20
P01283,Bosch Product 1283,Home,Bosch,373.02,713.34,2022-06-28
P01284,Bosch Product 1284,Home,Bosch,33.86,57.34,2024-10-18
P01285,Penguin Product 1285,Books,Penguin,368.48,688.16,2022-05-14
P01286,Samsung Product 1286,Electronics,Samsung,480.49,613.92,2023-01-17
P01287,Puma Product 1287,Fashion,Puma,195.74,265.13,2024-02-19
P01288,Puma Product 1288,Fashion,Puma,314.54,422.46,2022-06-06
P01289,HarperCollins Product 1289,Books,HarperCollins,374.32,678.65,2025-11-07
P01290,HarperCollins Product 1290,Books,HarperCollins,338.87,597.1,2022-05-13
P01291,Wilson Product 1291,Sports,Wilson,87.57,117.72,2022-09-21
P01292,Reebok Product 1292,Sports,Reebok,172.07,228.26,2024-04-18
P01293,HarperCollins Product 1293,Books,HarperCollins,467.09,897.74,2025-06-15
P01294,HarperCollins Product 1294,Books,HarperCollins,423.2,647.44,2022-04-05
P01295,Reebok Product 1295,Sports,Reebok,165.11,229.93,2026-05-24
P01296,Penguin Product 1296,Books,Penguin,190.66,312.72,2023-04-24
P01297,Philips Product 1297,Home,Philips,481.02,749.43,2023-01-19
P01298,Wilson Product 1298,Sports,Wilson,364.53,724.09,2022-08-31
P01299,Penguin Product 1299,Books,Penguin,261.22,521.06,2024-03-23
P01300,Ikea Product 1300,Home,Ikea,153.67,211.68,2026-02-01
P01301,Ikea Product 1301,Home,Ikea,386.9,756.27,2022-04-24
P01302,Bosch Product 1302,Home,Bosch,258.08,427.52,2025-06-22
P01303,Penguin Product 1303,Books,Penguin,51.67,81.03,2021-09-03
P01304,Nike Product 1304,Fashion,Nike,136.17,260.32,2023-05-06
P01305,Nike Product 1305,Fashion,Nike,131.84,189.88,2026-03-04
P01306,HarperCollins Product 1306,Books,HarperCollins,286.69,393.9,2025-12-28
P01307,Sony Product 1307,Electronics,Sony,165.72,262.84,2023-09-07
P01308,Reebok Product 1308,Sports,Reebok,352.91,654.86,2026-08-20
P01309,Sony Product 1309,Electronics,Sony,322.92,397.16,2026-06-25
P01310,HarperCollins Product 1310,Books,HarperCollins,43.85,54.58,2026-07-08
P01311,Philips Product 1311,Home,Philips,440.5,681.65,2025-04-18
P01312,Samsung Product 1312,Electronics,Samsung,375.1,705.03,2024-08-29
P01313,Sony Product 1313,Electronics,Sony,389.82,587.06,2025-10-29
P01314,Bosch Product 1314,Home,Bosch,25.39,41.44,2022-07-25
P01315,Adidas Product 1315,Fashion,Adidas,253.69,349.24,2023-01-20
P01316,Sony Product 1316,Electronics,Sony,367.13,555.95,2023-08-10
P01317,Reebok Product 1317,Sports,Reebok,289.75,368.58,2025-09-27
P01318,Under Armour Product 1318,Sports,Under Armour,394.25,519.78,2024-02-12
P01319,Ikea Product 1319,Home,Ikea,240.55,432.09,2024-04-11
P01320,HarperCollins Product 1320,Books,HarperCollins,134.97,205.0,2025-01-26
P01321,Reebok Product 1321,Sports,Reebok,69.54,90.95,2023-08-13
P01322,Penguin Product 1322,Books,Penguin,246.49,424.41,2025-05-20
P01323,Puma Product 1323,Fashion,Puma,309.92,554.3,2023-08-06
P01324,Nike Product 1324,Fashion,Nike,40.46,73.69,2025-07-24
P01325,Bosch Product 1325,Home,Bosch,462.45,588.09,2022-08-10
P01326,Under Armour Product 1326,Sports,Under Armour,185.81,251.29,2025-11-22
P01327,Bosch Product 1327,Home,Bosch,329.43,598.16,2022-07-04
P01328,Adidas Product 1328,Fashion,Adidas,310.03,617.62,2026-01-30
P01329,Reebok Product 1329,Sports,Reebok,77.18,95.39,2023-03-27
P01330,Nike Product 1330,Fashion,Nike,344.25,456.06,2026-05-05
P01331,Samsung Product 1331,Electronics,Samsung,371.09,517.46,2023-09-28
P01332,Penguin Product 1332,Books,Penguin,435.03,807.46,2022-01-07
P01333,Apple Product 1333,Electronics,Apple,348.43,449.13,2025-12-26
P01334,Under Armour Product 1334,Sports,Under Armour,16.26,22.23,2025-07-19
P01335,Penguin Product 1335,Books,Penguin,105.88,171.38,2024-02-16
P01336,Bosch Product 1336,Home,Bosch,244.1,435.46,2025-12-24
P01337,Puma Product 1337,Fashion,Puma,350.88,426.22,2026-08-24
P01338,Penguin Product 1338,Books,Penguin,131.45,164.06,2022-04-14
P01339,Puma Product 1339,Fashion,Puma,310.89,386.27,2025-05-18
P01340,Samsung Product 1340,Electronics,Samsung,197.38,279.7,2022-11-16
P01341,Ikea Product 1341,Home,Ikea,14.44,27.35,2025-08-26
P01342,Wilson Product 1342,Sports,Wilson,490.0,787.35,2022-04-12
P01343,Apple Product 1343,Electronics,Apple,244.91,410.88,2025-07-22
P01344,Samsung Product 1344,Electronics,Samsung,103.44,204.13,2022-09-29
P01345,Penguin Product 1345,Books,Penguin,24.68,47.83,2025-04-01
P01346,Philips Product 1346,Home,Philips,247.52,444.43,2024-09-08
P01347,Apple Product 1347,Electronics,Apple,343.73,510.2,2025-12-06
P01348,Ikea Product 1348,Home,Ikea,498.02,987.51,2022-12-10
P01349,Ikea Product 1349,Home,Ikea,314.77,598.99,2022-03-23
P01350,Sony Product 1350,Electronics,Sony,474.81,655.46,2025-08-13
P01351,Philips Product 1351,Home,Philips,330.18,419.41,2021-09-13
P01352,Reebok Product 1352,Sports,Reebok,480.5,812.03,2024-08-14
P01353,Adidas Product 1353,Fashion,Adidas,123.98,163.93,2024-10-07
P01354,Bosch Product 1354,Home,Bosch,168.0,274.48,2025-07-15
P01355,Puma Product 1355,Fashion,Puma,73.6,120.19,2025-02-14
P01356,Nike Product 1356,Fashion,Nike,157.95,278.64,2022-10-10
P01357,Penguin Product 1357,Books,Penguin,217.88,419.9,2022-02-15
P01358,Puma Product 1358,Fashion,Puma,466.85,902.74,2023-04-16
P01359,Ikea Product 1359,Home,Ikea,280.88,550.21,2023-07-15
P01360,Samsung Product 1360,Electronics,Samsung,162.21,308.8,2025-05-28
P01361,Apple Product 1361,Electronics,Apple,440.67,674.77,2023-08-04
P01362,Under Armour Product 1362,Sports,Under Armour,224.29,436.7,2022-01-20
P01363,Ikea Product 1363,Home,Ikea,390.66,502.16,2024-04-07
P01364,Nike Product 1364,Fashion,Nike,382.41,646.11,2022-03-27
P01365,Bosch Product 1365,Home,Bosch,285.69,395.6,2023-04-01
P01366,Nike Product 1366,Fashion,Nike,345.25,513.53,2022-12-29
P01367,Wilson Product 1367,Sports,Wilson,253.65,427.09,2024-03-05
P01368,Ikea Product 1368,Home,Ikea,426.8,679.96,2023-04-25
P01369,Nike Product 1369,Fashion,Nike,100.66,123.39,2022-11-27
P01370,Apple Product 1370,Electronics,Apple,475.35,655.05,2026-06-11
P01371,Nike Product 1371,Fashion,Nike,37.74,73.28,2022-05-26
P01372,Reebok Product 1372,Sports,Reebok,247.52,361.36,2024-07-25
P01373,Wilson Product 1373,Sports,Wilson,216.64,394.5,2024-08-07
P01374,HarperCollins Product 1374,Books,HarperCollins,361.5,547.79,2025-05-07
P01375,Penguin Product 1375,Books,Penguin,262.72,410.18,2021-10-10
P01376,Samsung Product 1376,Electronics,Samsung,261.76,396.96,2022-06-21
P01377,Sony Product 1377,Electronics,Sony,196.76,356.55,2023-12-24
P01378,Samsung Product 1378,Electronics,Samsung,149.13,226.44,2025-10-07
P01379,Philips Product 1379,Home,Philips,233.37,358.92,2025-04-21
P01380,Penguin Product 1380,Books,Penguin,346.53,666.36,2026-05-15
P01381,Reebok Product 1381,Sports,Reebok,228.59,406.46,2024-09-22
P01382,Samsung Product 1382,Electronics,Samsung,390.47,761.52,2023-04-02
P01383,Penguin Product 1383,Books,Penguin,199.57,291.13,2022-04-30
P01384,Samsung Product 1384,Electronics,Samsung,229.57,440.15,2024-09-15
P01385,Adidas Product 1385,Fashion,Adidas,49.64,72.44,2026-06-17
P01386,Puma Product 1386,Fashion,Puma,367.96,468.4,2024-07-20
P01387,Reebok Product 1387,Sports,Reebok,184.66,298.97,2022-11-18
P01388,Reebok Product 1388,Sports,Reebok,396.58,638.23,2026-07-21
P01389,Adidas Product 1389,Fashion,Adidas,277.42,342.65,2024-03-09
P01390,Adidas Product 1390,Fashion,Adidas,284.92,492.23,2022-04-07
P01391,Nike Product 1391,Fashion,Nike,435.07,584.34,2024-07-18
P01392,Apple Product 1392,Electronics,Apple,157.49,280.98,2022-11-29
P01393,Under Armour Product 1393,Sports,Under Armour,315.09,407.74,2023-08-06
P01394,Nike Product 1394,Fashion,Nike,6.75,12.23,2022-04-16
P01395,Apple Product 1395,Electronics,Apple,251.33,401.86,2024-01-28
P01396,Sony Product 1396,Electronics,Sony,441.94,614.43,2021-11-15
P01397,HarperCollins Product 1397,Books,HarperCollins,229.6,356.68,2025-10-31
P01398,Penguin Product 1398,Books,Penguin,126.13,206.58,2024-03-23
P01399,Penguin Product 1399,Books,Penguin,29.21,38.52,2025-04-15
P01400,Ikea Product 1400,Home,Ikea,76.96,94.35,2025-06-02
P01401,HarperCollins Product 1401,Books,HarperCollins,168.9,214.53,2021-11-10
P01402,Apple Product 1402,Electronics,Apple,496.9,660.41,2023-12-31
P01403,Bosch Product 1403,Home,Bosch,332.16,584.56,2025-08-16
P01404,Penguin Product 1404,Books,Penguin,483.32,869.72,2021-11-09
P01405,Ikea Product 1405,Home,Ikea,51.1,73.56,2025-01-09
